device_id,location,time_collected,depth_level,depth_m,temperature,salinity,turbidity,ph_level,dissolved_oxygen,ammonia,nitrite,nitrate
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:36:50,1,5,17.82,34.02,8.92,8.15,7.6,0.0098,0.0072,0.765
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:36:55,1,5,17.87,33.99,4.58,8.17,7.53,0.0094,0.0063,0.579
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:00,1,5,17.85,33.99,3.84,8.09,7.6,0.0099,0.005,0.417
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:05,1,5,17.77,34.03,4.67,8.15,7.58,0.0116,0.0083,0.769
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:10,1,5,18.15,33.98,4.41,8.14,7.4,0.0083,0.0069,0.573
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:15,1,5,17.81,34.01,3.98,8.13,7.46,0.006,0.0025,0.497
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:20,1,5,17.57,33.99,4.84,8.16,7.5,0.0082,0.0069,0.431
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:25,1,5,18.27,34,3.48,8.15,7.44,0.0063,0.0039,0.763
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:30,1,5,17.73,34.04,4.91,8.15,7.53,0.0104,0.0062,0.623
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:35,1,5,17.74,33.95,3.64,8.08,7.56,0.0085,0.0051,0.485
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:40,1,5,18.34,33.96,4.65,8.17,7.3,0.0122,0.0053,0.657
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:45,1,5,17.51,34.05,3.89,8.15,7.38,0.0063,0.0033,0.704
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:50,1,5,17.76,33.96,3.17,8.13,7.58,0.0101,0.007,0.778
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:37:55,1,5,18.39,34,4.96,8.08,7.3,0.0076,0.0059,0.428
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:00,1,5,18.13,33.44,4.83,8.11,7.59,0.0069,0.0055,0.592
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:05,1,5,17.98,33.76,4.71,8.14,7.43,0.0098,0.0067,0.536
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:10,1,5,17.62,34.02,4.62,8.08,7.41,0.007,0.0072,0.541
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:15,1,5,17.43,33.99,4.3,8.09,7.4,0.0104,0.0059,0.758
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:20,1,5,17.9,34.02,3.59,8.08,7.52,0.006,0.0083,0.469
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:25,1,5,17.51,34.02,4.08,8.17,7.55,0.0113,0.0034,0.765
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:30,1,5,17.46,33.96,3.45,8.17,7.4,0.011,0.0041,0.713
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:35,1,5,17.95,34.03,4.26,8.16,7.59,0.009,0.0067,0.641
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:40,1,5,17.98,33.99,3.03,8.12,7.36,0.0108,0.0037,0.415
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:45,1,5,17.96,34.01,3.2,8.12,7.35,0.01,0.0052,0.547
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:50,1,5,18.03,34.01,4.14,8.13,7.61,0.0103,0.0036,0.507
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:38:55,1,5,18.01,34,3.59,8.14,7.43,0.0113,0.0025,0.511
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:00,1,5,17.69,33.98,4.05,8.11,7.54,0.0056,0.0051,0.71
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:05,1,5,18.01,34.03,4.32,8.14,7.36,0.0059,0.0061,0.718
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:10,1,5,17.68,34.03,4.26,8.17,7.44,0.0074,0.004,0.437
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:15,1,5,17.49,34.01,3.57,8.16,7.52,0.0107,0.0056,0.622
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:20,1,5,18.24,34.04,4.37,8.13,7.59,0.0101,0.0079,0.563
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:25,1,5,17.92,34.01,4.89,8.12,7.52,0.0077,0.0079,0.456
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:30,1,5,17.99,34,4.83,8.09,7.58,0.007,0.0061,0.777
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:35,1,5,17.89,33.96,4.88,8.08,7.5,0.0103,0.0046,0.421
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:40,1,5,18.38,33.99,4.28,8.09,7.35,0.0085,0.0052,0.471
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:45,1,5,17.86,34,3.41,8.1,7.46,0.011,0.0049,0.741
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:50,1,5,17.98,34.02,3.06,8.17,7.35,0.0101,0.0027,0.413
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:39:55,1,5,18.06,34.01,4.93,8.09,7.59,0.0108,0.0045,0.457
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:00,1,5,17.79,34.02,4.86,8.08,7.44,0.0075,0.0042,0.752
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:05,1,5,17.48,33.99,3.15,8.13,7.41,0.009,0.0068,0.402
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:10,1,5,17.75,34.04,4.11,8.14,7.54,0.0081,0.0054,0.439
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:15,1,5,17.91,34.01,3.83,8.15,7.34,0.008,0.003,0.445
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:20,1,5,17.43,33.99,4.63,8.13,7.54,0.0104,0.0061,0.424
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:25,1,5,17.83,34.04,3.7,8.15,7.47,0.0084,0.0083,0.643
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:30,1,5,18.34,34.02,3.95,8.12,7.43,0.0093,0.0049,0.678
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:35,1,5,17.7,33.97,4.13,8.16,7.36,0.0075,0.0077,0.437
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:40,1,5,17.99,33.95,4.31,8.17,7.51,0.0107,0.0024,0.709
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:45,1,5,17.99,33.98,4.18,8.17,7.33,0.0102,0.0045,0.774
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:50,1,5,18.3,33.99,3.99,8.17,7.4,0.0097,0.0065,0.74
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:40:55,1,5,17.51,34.05,3.89,8.12,7.45,0.0077,0.0069,0.441
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:00,1,5,17.58,34.02,4.88,8.13,7.49,0.0089,0.008,0.535
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:05,1,5,18.13,33.97,4.81,8.13,7.32,0.0071,0.0074,0.616
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:10,1,5,18.23,34.03,4.63,8.13,7.31,0.0067,0.0042,0.714
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:15,1,5,17.7,34.01,4.67,8.14,7.41,0.0113,0.0047,0.776
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:20,1,5,18.17,34.04,4.05,8.14,7.41,0.008,0.0066,0.65
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:25,1,5,17.47,33.95,3.82,8.14,7.35,0.0056,0.0063,0.671
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:30,1,5,17.66,33.99,3.32,8.12,7.45,0.0095,0.003,0.742
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:35,1,5,17.53,33.97,4.63,8.17,7.37,0.0095,0.0051,0.741
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:40,1,5,18.3,33.99,3.76,8.12,7.41,0.0109,0.0037,0.778
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:45,1,5,17.44,34.04,4.27,8.14,7.62,0.0094,0.006,0.426
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:50,1,5,18.02,34,9.25,8.14,7.54,0.0076,0.0035,0.515
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:41:55,1,5,17.73,34.03,4.53,8.09,7.35,0.0106,0.0056,0.708
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:00,1,5,18.27,34.04,4,8.09,7.52,0.0073,0.0058,0.719
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:05,1,5,17.98,33.97,3.43,8.08,7.36,0.0078,0.0082,0.422
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:10,1,5,18.11,33.96,3.58,8.1,7.55,0.0072,0.0064,0.747
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:15,1,5,18.23,33.98,10.38,8.15,7.44,0.0088,0.0056,0.789
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:20,1,5,18.21,33.99,4.42,8.09,7.56,0.0075,0.0052,0.52
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:25,1,5,18.06,33.99,3.23,8.12,7.44,0.0087,0.0066,0.66
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:30,1,5,17.79,33.95,3.35,8.16,7.51,0.0109,0.0029,0.733
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:35,1,5,17.7,34,4.71,8.12,7.44,0.0097,0.0025,0.453
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:40,1,5,17.95,33.99,4.76,8.17,7.5,0.0104,0.0078,0.609
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:45,1,5,17.9,34,4.16,8.09,7.57,0.0093,0.0074,0.75
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:50,1,5,18.2,34.01,3.61,8.13,7.4,0.0103,0.0044,0.607
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:42:55,1,5,17.52,34.03,3.16,8.08,7.56,0.0108,0.0056,0.548
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:00,1,5,18.07,33.95,4.9,8.16,7.56,0.0088,0.0067,0.461
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:05,1,5,17.54,34.01,3.29,8.11,7.32,0.0092,0.0024,0.627
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:10,1,5,17.41,34.01,4.68,8.14,7.45,0.011,0.0072,0.6
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:15,1,5,17.78,34,4.23,8.09,7.32,0.0086,0.0032,0.728
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:20,1,5,18.07,33.95,3.88,8.16,7.5,0.0105,0.0043,0.716
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:25,1,5,18.06,33.96,3.79,8.12,7.57,0.0094,0.0075,0.703
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:30,1,5,18.1,34.05,4.64,8.11,7.37,0.0112,0.0061,0.71
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:35,1,5,17.41,34.01,4.62,8.08,7.4,0.0096,0.0074,0.791
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:40,1,5,17.7,34,3.57,8.09,7.59,0.0102,0.0073,0.45
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:45,1,5,17.91,34.02,3.94,8.1,7.5,0.0111,0.0056,0.686
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:50,1,5,17.42,33.96,3.94,8.13,7.41,0.0114,0.0045,0.551
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:43:55,1,5,17.6,34.03,3.44,8.14,7.59,0.0088,0.0075,0.693
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:00,1,5,18.02,34,4.31,8.17,7.57,0.0114,0.0062,0.409
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:05,1,5,18.06,34,3.93,8.09,7.39,0.0106,0.003,0.802
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:10,1,5,18.25,34.02,10.64,8.13,7.34,0.0114,0.0043,0.613
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:15,1,5,17.6,34.03,3.57,8.16,7.59,0.0097,0.0067,0.607
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:20,1,5,17.44,34.02,4.9,8.15,7.42,0.0092,0.005,0.609
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:25,1,5,17.51,34.04,3.66,8.14,7.55,0.0092,0.0076,0.806
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:30,1,5,17.75,34.04,3.68,8.16,7.32,0.0083,0.0079,0.635
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:35,1,5,18.05,34.05,4.43,8.15,7.42,0.0076,0.0066,0.726
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:40,1,5,17.83,33.99,3.11,8.15,7.51,0.0086,0.0033,0.579
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:45,1,5,17.87,34,3.72,8.16,7.5,0.0065,0.0061,0.474
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:50,1,5,17.45,34.03,4.93,8.16,7.43,0.0085,0.0079,0.647
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:44:55,1,5,18.23,33.97,4.96,8.11,7.33,0.0079,0.0079,0.535
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:00,1,5,17.54,34.05,3.24,8.08,7.48,0.0054,0.0079,0.475
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:05,1,5,17.94,34.01,3.41,8.08,7.46,0.0105,0.0059,0.611
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:10,1,5,18.26,34.04,3.46,8.09,7.54,0.006,0.0084,0.509
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:15,1,5,18.32,33.99,3.85,8.12,7.3,0.0091,0.0061,0.53
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:20,1,5,17.8,33.96,4.11,8.13,7.56,0.011,0.0054,0.481
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:25,1,5,17.76,33.99,4.78,8.16,7.37,0.0105,0.0044,0.617
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:30,1,5,17.53,33.97,3.65,8.13,7.31,0.0099,0.0028,0.441
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:35,1,5,17.4,34,3.45,8.11,7.54,0.008,0.0075,0.546
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:40,1,5,18.09,33.96,3.98,8.11,7.48,0.0089,0.0033,0.47
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:45,1,5,17.98,33.99,3.27,8.09,7.45,0.0056,0.003,0.457
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:50,1,5,18.28,34.03,4.18,8.1,7.53,0.0103,0.0064,0.803
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:45:55,1,5,17.89,34.02,4.83,8.1,7.39,0.0113,0.0062,0.467
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:00,1,5,17.6,33.95,4.6,8.14,7.53,0.0109,0.0029,0.575
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:05,1,5,18.14,33.99,3.56,8.14,7.34,0.0111,0.0075,0.771
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:10,1,5,18.33,33.63,4.55,8.09,7.27,0.0064,0.0065,0.59
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:15,1,5,17.63,33.65,4.12,8.1,7.35,0.0102,0.0031,0.78
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:20,1,5,17.97,33.97,4.94,8.11,7.28,0.0109,0.0041,0.785
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:25,1,5,18.13,34.05,7.21,8.13,7.54,0.0107,0.0082,0.521
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:30,1,5,17.88,33.97,3.83,8.08,7.37,0.0074,0.0084,0.585
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:35,1,5,18.14,34.03,4.04,8.17,7.45,0.0067,0.0061,0.782
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:40,1,5,17.69,34,3.93,8.08,7.56,0.0113,0.0074,0.658
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:45,1,5,18.01,34.04,4.33,8.08,7.3,0.0099,0.0063,0.637
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:50,1,5,17.61,34.02,3.71,8.11,7.46,0.0058,0.0039,0.647
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:46:55,1,5,18.29,33.95,3.57,8.14,7.38,0.007,0.0047,0.512
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:00,1,5,18.04,34.05,4.08,8.17,7.34,0.0066,0.0059,0.592
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:05,1,5,17.99,33.96,3.18,8.13,7.38,0.0093,0.004,0.556
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:10,1,5,18.27,34.05,3.79,8.09,7.55,0.0073,0.0037,0.637
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:15,1,5,17.51,34.05,4.04,8.13,7.58,0.0077,0.0041,0.455
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:20,1,5,17.95,33.99,3.8,8.17,7.43,0.0083,0.0058,0.441
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:25,1,5,18.11,33.97,4.35,8.15,7.38,0.0097,0.0031,0.445
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:30,1,5,17.63,34.04,3.69,8.14,7.37,0.0065,0.0042,0.56
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:35,1,5,18.25,33.99,4.21,8.15,7.27,0.0062,0.0076,0.521
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:40,1,5,17.44,33.99,3.88,8.14,7.48,0.0109,0.0065,0.534
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:45,1,5,18.1,34.02,3.56,8.11,7.44,0.0065,0.0052,0.535
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:50,1,5,18.23,34.05,3.41,8.15,7.31,0.0116,0.0067,0.515
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:47:55,1,5,17.61,33.71,4.4,8.11,7.54,0.0113,0.006,0.461
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:00,1,5,18.14,34.04,3.42,8.08,7.54,0.0074,0.0046,0.618
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:05,1,5,17.86,33.98,4.15,8.16,7.57,0.0111,0.0055,0.693
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:10,1,5,17.97,33.95,3.58,8.11,7.42,0.0104,0.0037,0.508
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:15,1,5,17.4,33.99,3.49,8.1,7.38,0.0073,0.0048,0.643
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:20,1,5,18.09,34.04,3.85,8.1,7.31,0.0097,0.0038,0.739
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:25,1,5,17.91,34,3.27,8.12,7.46,0.0092,0.0069,0.631
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:30,1,5,17.46,33.98,3.73,8.13,7.42,0.0063,0.0044,0.466
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:35,1,5,17.63,33.98,4.27,8.12,7.53,0.006,0.0045,0.483
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:40,1,5,17.88,34.02,4.95,8.12,7.52,0.0072,0.0053,0.799
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:45,1,5,17.64,34.02,3.21,8.14,7.38,0.0091,0.0049,0.773
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:50,1,5,18.3,33.98,4.2,8.13,7.33,0.0107,0.004,0.422
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:48:55,1,5,17.51,34.04,3.45,8.16,7.49,0.0107,0.0049,0.503
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:00,1,5,17.82,33.95,4.26,8.14,7.52,0.0117,0.007,0.495
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:05,1,5,18.32,34.01,4.61,8.14,7.39,0.0087,0.0057,0.768
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:10,1,5,17.38,33.98,3.21,8.15,7.5,0.0112,0.0329,0.755
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:15,1,5,18.03,34.03,3.12,8.13,7.4,0.007,0.0041,0.606
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:20,1,5,18.18,33.96,3.58,8.1,7.53,0.0066,0.0025,0.738
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:25,1,5,18.26,34,4.67,8.14,7.31,0.0072,0.0064,0.674
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:30,1,5,18.18,34,4.7,8.12,7.31,0.0073,0.003,0.499
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:35,1,5,17.41,34.04,3.21,8.13,7.41,0.0066,0.0074,0.594
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:40,1,5,17.83,34.02,3.21,8.14,7.32,0.009,0.0028,0.723
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:45,1,5,17.51,33.97,4.17,8.13,7.49,0.0083,0.0026,0.525
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:50,1,5,17.46,34.01,4.74,8.08,7.44,0.0067,0.018,0.482
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:49:55,1,5,17.41,33.98,4.25,8.15,7.56,0.0086,0.0034,0.48
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:00,1,5,17.84,33.96,3.34,8.17,7.35,0.0101,0.008,0.479
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:05,1,5,18.19,33.99,3.83,8.1,7.5,0.0116,0.0062,0.447
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:10,1,5,17.59,34,3.29,8.16,7.46,0.0089,0.0076,0.655
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:15,1,5,17.88,34.02,4.67,8.16,7.43,0.0086,0.0045,0.557
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:20,1,5,17.93,33.98,3.03,8.13,7.33,0.0102,0.0036,0.728
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:25,1,5,17.8,34.03,4.8,8.09,7.32,0.0064,0.0068,0.677
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:30,1,5,17.71,33.97,4.29,8.16,7.45,0.0106,0.0031,0.475
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:35,1,5,17.53,34.04,3.41,8.09,7.44,0.0089,0.005,0.712
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:40,1,5,18.09,34.05,4.82,8.07,7.38,0.0057,0.0082,0.748
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:45,1,5,18.09,34,4.32,8.08,7.33,0.0093,0.0025,0.54
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:50,1,5,17.94,33.96,12.36,8.17,7.49,0.007,0.0036,0.425
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:50:55,1,5,18.05,33.98,4.04,8.16,7.52,0.0088,0.0066,0.542
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:51:00,1,5,18.21,34.02,3.03,8.08,7.32,0.0065,0.0065,0.817
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:51:05,1,5,18.09,34.02,3.26,8.09,7.32,0.0066,0.0062,0.685
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:51:10,1,5,18.32,34.01,3.53,8.07,7.39,0.0107,0.003,0.52
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:51:15,1,5,18.13,33.95,7.29,8.08,7.54,0.0112,0.0068,0.615
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:51:20,1,5,17.63,33.97,4.98,8.15,7.29,0.0071,0.0058,0.775
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:51:25,1,5,18.02,33.99,4.33,8.09,7.32,0.008,0.0039,0.54
AUV_CT_SB_1,"Cape Town, Saldanha Bay",2025-09-27 10:51:30,1,5,17.87,34.02,3.05,8.17,7.52,0.0115,0.0083,0.594
